Model Prediction	Tags	Tokens
B	B	CD
O	O	families
O	O	and
O	O	seven
B	B	BZS
O	O	families
O	O	was
O	O	screened
O	O	for
O	O	germline
O	O	PTEN
O	O	mutations
O	O	.
O	O	PTEN
O	O	mutations
O	O	were
O	O	identified
O	O	in
O	O	30
O	O	of
O	O	37
O	O	(
O	O	81
O	O	%
O	O	)
O	B	CD
O	O	families
O	O	,
O	O	including
O	O	missense
O	O	and
O	O	nonsense
O	O	point
O	O	mutations
O	O	,
O	O	deletions
O	O	,
O	O	insertions
O	O	,
O	O	a
O	O	deletion
O	O	/
O	O	insertion
O	O	and
O	O	splice
O	O	site
O	O	mutations
O	O	.
O	O	These
O	O	mutations
O	O	were
O	O	scattered
O	O	over
O	O	the
O	O	entire
O	O	length
O	O	of
O	O	PTEN
O	O	,
O	O	with
O	O	the
O	O	exception
O	O	of
O	O	the
O	O	first
O	O	,
O	O	fourth
O	O	and
O	O	last
O	O	exons
O	O	.
O	O	A
O	O	hot
O	O	spot
O	O	for
O	O	PTEN
O	O	mutation
O	O	in
O	B	CD
O	O	was
O	O	identified
O	O	in
O	O	exon
O	O	5
O	O	that
O	O	contains
O	O	the
O	O	PTPase
O	O	core
O	O	motif
O	O	,
O	O	with
O	O	13
O	O	of
O	O	30
O	O	(
O	O	43
O	O	%
O	O	)
O	B	CD
O	O	mutations
O	O	identified
O	O	in
O	O	this
O	O	exon
O	O	.
O	O	Seven
O	O	of
O	O	30
O	O	(
O	O	23
O	O	%
O	O	)
O	O	were
O	O	within
O	O	the
O	O	core
O	O	motif
O	O	,
O	O	the
O	O	majority
O	O	(
O	O	five
O	O	of
O	O	seven
O	O	)
O	O	of
O	O	which
O	O	were
O	O	missense
O	O	mutations
O	O	,
O	O	possibly
O	O	pointing
O	O	to
O	O	the
O	O	functional
O	O	significance
O	O	of
O	O	this
O	O	region
O	O	.
O	O	Germline
O	O	PTEN
O	O	mutations
O	O	were
O	O	identified
O	O	in
O	O	four
O	O	of
O	O	seven
O	O	(
O	O	57
O	O	%
O	O	)
B	B	BZS
O	O	families
O	O	studied
O	O	.
O	O	Interestingly
O	O	,
O	O	none
O	O	of
O	O	these
O	O	mutations
O	O	was
O	O	observed
O	O	in
O	O	the
O	O	PTPase
O	O	core
O	O	motif
O	O	.
O	O	It
O	O	is
O	O	also
O	O	worthy
O	O	of
O	O	note
O	O	that
O	O	a
O	O	single
O	O	nonsense
O	O	point
O	O	mutation
O	O	,
O	O	R233X
O	O	,
O	O	was
O	O	observed
O	O	in
O	O	the
O	O	germline
O	O	DNA
O	O	from
O	O	two
O	O	unrelated
B	B	CD
O	O	families
O	O	and
O	O	one
B	B	BZS
O	O	family
O	O	.
O	O	Genotype
O	O	-
O	O	phenotype
O	O	studies
O	O	were
O	O	not
O	O	performed
O	O	on
O	O	this
O	O	small
O	O	group
O	O	of
B	B	BZS
O	O	families
O	O	.
O	O	However
O	O	,
O	O	genotype
O	O	-
O	O	phenotype
O	O	analysis
O	O	inthe
O	O	group
O	O	of
O	B	CD
O	O	families
O	O	revealed
O	O	two
O	O	possible
O	O	associations
O	O	worthy
O	O	of
O	O	follow
O	O	-
O	O	up
O	O	in
O	O	independent
O	O	analyses
O	O	.
O	O	The
O	O	first
O	O	was
O	O	an
O	O	association
O	O	noted
O	O	in
O	O	the
O	O	group
O	O	of
B	B	CD
O	O	families
O	O	with
B	B	breast
I	I	disease
O	O	.
O	O	A
O	O	correlation
O	O	was
O	O	observed
O	O	between
O	O	the
O	O	presence
O	O	/
O	O	absence
O	O	of
O	O	a
O	O	PTEN
O	O	mutation
O	O	and
O	O	the
O	O	type
O	O	of
O	O	breast
O	O	involvement
O	O	(
O	O	unaffected
O	O	versus
O	O	benign
O	O	versus
B	O	malignant
O	O	)
O	O	.
O	O	Specifically
O	O	and
O	O	more
O	O	directly
O	O	,
O	O	an
O	O	association
O	O	was
O	O	also
O	O	observed
O	O	between
O	O	the
O	O	presence
O	O	of
O	O	a
O	O	PTEN
O	O	mutation
O	O	and
B	B	malignant
I	I	breast
I	I	disease
O	O	.
O	O	Secondly
O	O	,
O	O	there
O	O	appeared
O	O	to
O	O	be
O	O	an
O	O	interdependent
O	O	association
O	O	between
O	O	mutations
O	O	upstream
O	O	and
O	O	within
O	O	the
O	O	PTPase
O	O	core
O	O	motif
O	O	,
O	O	the
O	O	core
O	O	motif
O	O	containing
O	O	the
O	O	majority
O	O	of
O	O	missense
O	O	mutations
O	O	,
O	O	and
O	O	the
O	O	involvement
O	O	of
O	O	all
O	O	major
O	O	organ
O	O	systems
O	O	(
O	O	central
O	O	nervous
O	O	system
O	O	,
O	O	thyroid
O	O	,
O	O	breast
O	O	,
O	O	skin
O	O	and
O	O	gastrointestinal
O	O	tract
O	O	)
O	O	.
O	O	However
O	O	,
O	O	these
O	O	observations
O	O	would
O	O	need
O	O	to
O	O	be
O	O	confirmed
O	O	by
O	O	studying
O	O	a
O	O	larger
O	O	number
O	O	of
O	B	CD
O	O	families
O	O	.
B	O	Molecular
O	O	defects
O	O	leading
O	O	to
O	O	human
B	B	complement
I	I	component
I	I	C6
I	I	deficiency
O	O	in
O	O	an
O	O	African
O	O	-
O	O	American
O	O	family
O	O	.
B	B	Complement
I	I	component
I	I	C6
I	I	deficiency
O	O	(
B	B	C6D
O	O	)
O	O	was
O	O	diagnosed
O	O	in
O	O	a
O	O	16
O	O	-
O	O	year
O	O	-
O	O	old
O	O	African
O	O	-
O	O	American
O	O	male
O	O	with
B	B	meningococcal
I	I	meningitis
O	O	.
O	O	The
O	O	patients
O	O	father
O	O	and
O	O	two
O	O	brothers
O	O	also
O	O	had
B	B	C6D
O	O	,
O	O	but
O	O	gave
O	O	no
O	O	history
O	O	of
B	B	meningitis
O	O	or
O	O	other
B	B	neisserial
O	I	infection
O	O	.
O	O	By
O	O	using
O	O	exon
O	O	-
O	O	specific
O	O	polymerase
O	O	chain
O	O	reaction
O	O	(
O	O	PCR
O	O	)
O	O	/
O	O	single
O	O	-
O	O	strand
O	O	conformation
O	O	polymorphism
O	O	as
O	O	a
O	O	screening
O	O	step
O	O	and
O	O	nucleotide
O	O	sequencing
O	O	of
O	O	target
O	O	exons
O	O	,
O	O	we
O	O	determined
O	O	that
O	O	the
O	O	proband
O	O	was
O	O	a
O	O	compound
O	O	heterozygote
O	O	for
O	O	two
O	O	C6
O	O	gene
O	O	mutations
O	O	.
O	O	The
O	O	first
O	O	,
O	O	1195delC
O	O	located
O	O	in
O	O	exon
O	O	7
O	O	,
O	O	is
O	O	a
O	O	novel
O	O	mutation
O	O	,
O	O	while
O	O	the
O	O	second
O	O	,
O	O	1936delG
O	O	in
O	O	exon
O	O	12
O	O	,
O	O	has
O	O	been
O	O	described
O	O	before
O	O	to
O	O	cause
B	B	C6D
O	O	in
O	O	an
O	O	unrelated
O	O	African
O	O	-
O	O	American
O	O	individual
O	O	.
O	O	Both
O	O	mutations
O	O	result
O	O	in
O	O	premature
O	O	termination
O	O	codons
O	O	and
O	O	C6
O	O	null
O	O	alleles
O	O	.
O	O	Allele
O	O	-
O	O	specific
O	O	PCR
O	O	indicated
O	O	that
O	O	the
O	O	probands
O	O	two
O	O	brothers
O	O	also
O	O	inherited
O	O	the
O	O	1195delC
O	O	mutation
O	O	from
O	O	their
O	O	heterozygous
O	O	mother
O	O	and
O	O	the
O	O	1936delG
O	O	mutation
O	O	from
O	O	their
O	O	homozygous
O	O	father
O	O	.
O	O	.
O	O	PAX6
O	O	mutations
O	O	reviewed
O	O	.
O	O	Mutations
O	O	in
O	O	PAX6
O	O	are
O	O	responsible
O	O	for
O	O	human
B	B	aniridia
O	O	and
O	O	have
O	O	also
O	O	been
O	O	found
O	O	in
O	O	patients
O	O	with
B	B	Peters
I	I	anomaly
O	O	,
O	O	with
B	B	congenital
I	I	cataracts
O	O	,
O	O	with
B	B	autosomal
I	I	dominant
I	I	keratitis
O	O	,
O	O	and
O	O	with
O	B	isolated
B	I	foveal
I	I	hypoplasia
O	O	.
O	O	No
O	O	locus
O	O	other
O	O	than
O	O	chromosome
O	O	11p13
O	O	has
O	O	been
O	O	implicated
O	O	in
B	B	aniridia
O	O	,
O	O	and
O	O	PAX6
O	O	is
O	O	clearly
O	O	the
O	O	major
O	O	,
O	O	if
O	O	not
O	O	only
O	O	,
O	O	gene
O	O	responsible
O	O	.
O	O	Twenty
O	O	-
O	O	eight
O	O	percent
O	O	of
O	O	identified
O	O	PAX6
O	O	mutations
O	O	are
O	O	C
O	O	-
O	O	T
O	O	changes
O	O	at
O	O	CpG
O	O	dinucleotides
O	O	,
O	O	20
O	O	%
O	O	are
O	O	splicing
O	O	errors
O	O	,
O	O	and
O	O	more
O	O	than
O	O	30
O	O	%
O	O	are
O	O	deletion
O	O	or
O	O	insertion
O	O	events
O	O	.
O	O	There
O	O	is
O	O	a
O	O	noticeably
O	O	elevated
O	O	level
O	O	of
O	O	mutation
O	O	in
O	O	the
O	O	paired
O	O	domain
O	O	compared
O	O	with
O	O	the
O	O	rest
O	O	of
O	O	the
O	O	gene
O	O	.
O	O	Increased
O	O	mutation
O	O	in
O	O	the
O	O	homeodomain
O	O	is
O	O	accounted
O	O	for
O	O	by
O	O	the
O	O	hypermutable
O	O	CpG
O	O	dinucleotide
O	O	in
O	O	codon
O	O	240
O	O	.
O	O	Very
O	O	nearly
O	O	all
O	O	mutations
O	O	appear
O	O	to
O	O	cause
O	O	loss
O	O	of
O	O	function
O	O	of
O	O	the
O	O	mutant
O	O	allele
O	O	,
O	O	and
O	O	more
O	O	than
O	O	80
O	O	%
O	O	of
O	O	exonic
O	O	substitutions
O	O	result
O	O	in
O	O	nonsense
O	O	codons
O	O	.
O	O	In
O	O	a
O	O	gene
O	O	with
O	O	such
O	O	extraordinarily
O	O	high
O	O	sequence
O	O	conservation
O	O	throughout
O	O	evolution
O	O	,
O	O	there
O	O	are
O	O	presumed
O	O	undiscovered
O	O	missense
O	O	mutations
O	O	,
O	O	these
O	O	are
O	O	hypothesized
O	O	to
O	O	exist
O	O	in
O	O	as
O	O	-
O	O	yet
O	O	unidentified
O	O	phenotypes
O	O	.
O	O	.
O	O	Genetic
O	O	heterogeneity
O	O	and
O	O	penetrance
O	O	analysis
O	O	of
O	O	the
O	O	BRCA1
O	O	and
O	O	BRCA2
O	O	genes
O	O	in
B	B	breast
I	I	cancer
O	O	families
O	O	.
O	O	The
B	B	Breast
I	I	Cancer
O	O	Linkage
O	O	Consortium
O	O	.
O	O	The
O	O	contribution
O	O	of
O	O	BRCA1
O	O	and
O	O	BRCA2
O	O	to
B	B	inherited
I	I	breast
I	I	cancer
O	O	was
O	O	assessed
O	O	by
O	O	linkage
O	O	and
O	O	mutation
O	O	analysis
O	O	in
O	O	237
O	O	families
O	O	,
O	O	each
O	O	with
O	O	at
O	O	least
O	O	four
O	O	cases
O	O	of
B	B	breast
I	I	cancer
O	O	,
O	O	collected
O	O	by
O	O	the
B	B	Breast
I	I	Cancer
O	O	Linkage
O	O	Consortium
O	O	.
O	O	Families
O	O	were
O	O	included
O	O	without
O	O	regard
O	O	to
O	O	the
O	O	occurrence
O	O	of
B	B	ovarian
I	I	or
I	I	other
I	I	cancers
O	O	.
O	O	Overall
O	O	,
O	O	disease
O	O	was
O	O	linked
O	O	to
O	O	BRCA1
O	O	in
O	O	an
O	O	estimated
O	O	52
O	O	%
O	O	of
O	O	families
O	O	,
O	O	to
O	O	BRCA2
O	O	in
O	O	32
O	O	%
O	O	of
O	O	families
O	O	,
O	O	and
O	O	to
O	O	neither
O	O	gene
O	O	in
O	O	16
O	O	%
O	O	(
O	O	95
O	O	%
O	O	confidence
O	O	interval
O	O	[
O	O	CI
O	O	]
O	O	6
O	O	%
O	O	-
O	O	28
O	O	%
O	O	)
O	O	,
O	O	suggesting
O	O	other
O	O	predisposition
O	O	genes
O	O	.
O	O	The
O	O	majority
O	O	(
O	O	81
O	O	%
O	O	)
O	O	of
O	O	the
B	B	breast
I	I	-
I	I	ovarian
I	I	cancer
O	O	families
O	O	were
O	O	due
O	O	to
O	O	BRCA1
O	O	,
O	O	with
O	O	most
O	O	others
O	O	(
O	O	14
O	O	%
O	O	)
O	O	due
O	O	to
O	O	BRCA2
O	O	.
O	O	Conversely
O	O	,
O	O	the
O	O	majority
O	O	of
O	O	families
O	O	with
B	B	male
O	I	and
B	I	female
I	I	breast
I	I	cancer
O	O	were
O	O	due
O	O	to
O	O	BRCA2
O	O	(
O	O	76
O	O	%
O	O	)
O	O	.
O	O	The
O	O	largest
O	O	proportion
O	O	(
O	O	67
O	O	%
O	O	)
O	O	of
O	O	families
O	O	due
O	O	to
O	O	other
O	O	genes
O	O	was
O	O	found
O	O	in
O	O	families
O	O	with
O	O	four
O	O	or
O	O	five
O	O	cases
O	O	of
B	O	female
B	B	breast
I	I	cancer
O	O	only
O	O	.
O	O	These
O	O	estimates
O	O	were
O	O	not
O	O	substantially
O	O	affected
O	O	either
O	O	by
O	O	changing
O	O	the
O	O	assumed
O	O	penetrance
O	O	model
O	O	for
O	O	BRCA1
O	O	or
O	O	by
O	O	including
O	O	or
O	O	excluding
O	O	BRCA1
O	O	mutation
O	O	data
O	O	.
O	O	Among
O	O	those
O	O	families
O	O	with
O	O	disease
O	O	due
O	O	to
O	O	BRCA1
O	O	that
O	O	were
O	O	tested
O	O	by
O	O	one
O	O	of
O	O	the
O	O	standard
O	O	screening
O	O	methods
O	O	,
O	O	mutations
O	O	were
O	O	detected
O	O	in
O	O	the
O	O	coding
O	O	sequence
O	O	or
O	O	splice
O	O	sites
O	O	in
O	O	an
O	O	estimated
O	O	63
O	O	%
O	O	(
O	O	95
O	O	%
O	O	CI
O	O	51
O	O	%
O	O	-
O	O	77
O	O	%
O	O	)
O	O	.
O	O	The
O	O	estimated
O	O	sensitivity
O	O	was
O	O	identical
O	O	for
O	O	direct
O	O	sequencing
O	O	and
O	O	other
O	O	techniques
O	O	.
O	O	The
O	O	penetrance
O	O	of
O	O	BRCA2
O	O	was
O	O	estimated
O	O	by
O	O	maximizing
O	O	the
O	O	LOD
O	O	score
O	O	in
O	O	BRCA2
O	O	-
O	O	mutation
O	O	families
O	O	,
O	O	over
O	O	all
O	O	possible
O	O	penetrance
O	O	functions
O	O	.
O	O	The
O	O	estimated
O	O	cumulative
O	O	risk
O	O	of
B	B	breast
I	I	cancer
O	O	reached
O	O	28
O	O	%
O	O	(
O	O	95
O	O	%
O	O	CI
O	O	9
O	O	%
O	O	-
O	O	44
O	O	%
O	O	)
O	O	by
O	O	age
O	O	50
O	O	years
O	O	and
O	O	84
O	O	%
O	O	(
O	O	95
O	O	%
O	O	CI
O	O	43
O	O	%
O	O	-
O	O	95
O	O	%
O	O	)
O	O	by
O	O	age
O	O	70
O	O	years
O	O	.
O	O	The
O	O	corresponding
B	B	ovarian
I	I	cancer
O	O	risks
O	O	were
O	O	0
O	O	.
O	O	4
O	O	%
O	O	(
O	O	95
O	O	%
O	O	CI
O	O	0
O	O	%
O	O	-
O	O	1
O	O	%
O	O	)
O	O	by
O	O	age
O	O	50
O	O	years
O	O	and
O	O	27
O	O	%
O	O	(
O	O	95
O	O	%
O	O	CI
O	O	0
O	O	%
O	O	-
O	O	47
O	O	%
O	O	)
O	O	by
O	O	age
O	O	70
O	O	years
O	O	.
O	O	The
O	O	lifetime
O	O	risk
O	O	of
B	B	breast
I	I	cancer
O	O	appears
O	O	similar
O	O	to
O	O	the
O	O	risk
O	O	in
O	O	BRCA1
O	O	carriers
O	O	,
O	O	but
O	O	there
O	O	was
O	O	some
O	O	suggestion
O	O	of
O	O	a
O	O	lower
O	O	risk
O	O	in
O	O	BRCA2
O	O	carriers
O	O	<
O	O	50
O	O	years
O	O	of
O	O	age
O	O	.
B	B	Eye
I	I	movement
I	I	abnormalities
O	O	correlate
O	O	with
O	O	genotype
O	O	in
B	O	autosomal
O	O	dominant
I	B	cerebellar
I	I	ataxia
I	I	type
I	I	I
O	O	.
O	O	We
O	O	compared
O	O	horizontal
O	O	eye
O	O	movements
O	O	(
O	O	visually
O	O	guided
O	O	saccades
O	O	,
O	O	antisaccades
O	O	,
O	O	and
O	O	smooth
O	O	pursuit
O	O	)
O	O	in
O	O	control
O	O	subjects
O	O	(
O	O	n
O	O	=
O	O	14
O	O	)
O	O	and
O	O	patients
O	O	with
O	O	three
O	O	forms
O	O	of
O	O	autosomal
O	O	dominant
B	B	cerebellar
I	I	ataxias
I	I	type
I	I	I
B	B	spinocerebellar
I	I	ataxias
I	I	1
O	I	and
I	I	2
O	O	(
B	B	SCA1
O	O	,
O	O	n
O	O	=
O	O	11
O	O	;
O	B	SCA2
O	O	,
O	O	n
O	O	=
O	O	10
O	O	)
O	O	and
B	B	SCA3
O	O	/
B	B	Machado
I	I	-
I	I	Joseph
I	I	disease
O	O	(
B	B	MJD
O	O	)
O	O	(
O	O	n
O	O	=
O	O	16
O	O	)
O	O	.
O	O	In
B	B	SCA1
O	O	,
O	O	saccade
O	O	amplitude
O	O	was
O	O	significantly
O	O	increased
O	O	,
O	O	resulting
O	O	in
B	B	hypermetria
O	O	.
O	O	The
O	O	smooth
O	O	pursuit
O	O	gain
O	O	was
O	O	decreased
O	O	.
O	O	In
B	B	SCA2
O	O	,
O	O	saccade
O	O	velocity
O	O	was
O	O	markedly
O	O	decreased
O	O	.
O	O	The
O	O	percentage
O	O	of
O	O	errors
O	O	in
O	O	antisaccades
O	O	was
O	O	greatly
O	O	increased
O	O	and
O	O	was
O	O	significantly
O	O	correlated
O	O	with
O	O	age
O	O	at
O	O	disease
O	O	onset
O	O	.
O	O	In
O	O	addition
O	O	,
O	O	a
O	O	correlation
O	O	between
O	O	smooth
O	O	pursuit
O	O	gain
O	O	and
O	O	the
O	O	number
O	O	of
O	O	trinucleotide
O	O	repeats
O	O	was
O	O	found
O	O	.
O	O	In
B	B	SCA3
O	O	,
O	B	gaze
O	I	-
O	I	evoked
I	I	nystagmus
O	O	was
O	O	often
O	O	present
O	O	as
O	O	was
B	O	saccade
I	O	hypometria
O	O	and
O	O	smooth
O	O	pursuit
O	O	gain
O	O	was
O	O	markedly
O	O	decreased
O	O	.
O	O	Three
O	O	major
O	O	criteria
O	O	,
O	O	saccade
O	O	amplitude
O	O	,
O	O	saccade
O	O	velocity
O	O	,
O	O	and
O	O	presence
O	O	of
O	B	gaze
O	I	-
O	I	evoked
I	I	nystagmus
O	O	,
O	O	permitted
O	O	the
O	O	correct
O	O	assignment
O	O	of
O	O	90
O	O	%
O	O	of
O	O	the
B	B	SCA1
O	O	,
O	O	90
O	O	%
O	O	of
O	O	the
B	B	SCA2
O	O	,
O	O	and
O	O	93
O	O	%
O	O	of
O	O	the
O	O	patients
O	O	with
B	B	SCA3
O	O	to
O	O	their
O	O	genetically
O	O	confirmed
O	O	patient
O	O	group
O	O	and
O	O	,
O	O	therefore
O	O	,
O	O	may
O	O	help
O	O	orient
O	O	diagnoses
O	O	of
B	B	SCA1
O	O	,
B	B	SCA2
O	O	,
O	O	and
B	B	SCA3
O	O	at
O	O	early
O	O	clinical
O	O	stages
O	O	of
O	O	the
O	O	diseases
O	O	.
O	O	.
O	O	Genetic
O	O	basis
O	O	and
O	O	molecular
O	O	mechanism
O	O	for
B	B	idiopathic
I	I	ventricular
I	I	fibrillation
O	O	.
B	B	Ventricular
I	I	fibrillation
O	O	causes
O	O	more
O	O	than
O	O	300
O	O	,
O	O	000
O	O	sudden
O	O	deaths
O	O	each
O	O	year
O	O	in
O	O	the
O	O	USA
O	O	alone
O	O	.
O	O	In
O	O	approximately
O	O	5
O	O	-
O	O	12
O	O	%
O	O	of
O	O	these
O	O	cases
O	O	,
O	O	there
O	O	are
O	O	no
O	O	demonstrable
B	O	cardiac
O	O	or
O	O	non
O	O	-
O	O	cardiac
O	O	causes
O	O	to
O	O	account
O	O	for
O	O	the
O	O	episode
O	O	,
O	O	which
O	O	is
O	O	therefore
O	O	classified
O	O	as
B	B	idiopathic
I	I	ventricular
I	I	fibrillation
O	O	(
B	B	IVF
O	O	)
O	O	.
O	O	A
O	O	distinct
O	O	group
O	O	of
B	B	IVF
O	O	patients
O	O	has
O	O	been
O	O	found
O	O	to
O	O	present
O	O	with
O	O	a
O	O	characteristic
O	O	electrocardiographic
O	O	pattern
O	O	.
O	O	Because
O	O	of
O	O	the
O	O	small
O	O	size
O	O	of
O	O	most
O	O	pedigrees
O	O	and
O	O	the
O	O	high
O	O	incidence
O	O	of
B	B	sudden
O	I	death
O	O	,
O	O	however
O	O	,
O	O	molecular
O	O	genetic
O	O	studies
O	O	of
B	B	IVF
O	O	have
O	O	not
O	O	yet
O	O	been
O	O	done
O	O	.
O	O	Because
B	B	IVF
O	O	causes
B	O	cardiac
O	O	rhythm
O	O	disturbance
O	O	,
O	O	we
O	O	investigated
O	O	whether
O	O	malfunction
O	O	of
O	O	ion
O	O	channels
O	O	could
O	O	cause
O	O	the
O	O	disorder
O	O	by
O	O	studying
O	O	mutations
O	O	in
O	O	the
O	O	cardiac
O	O	sodium
O	O	channel
O	O	gene
O	O	SCN5A
O	O	.
O	O	We
O	O	have
O	O	now
O	O	identified
O	O	a
O	O	missense
O	O	mutation
O	O	,
O	O	a
O	O	splice
O	O	-
O	O	donor
O	O	mutation
O	O	,
O	O	and
O	O	a
O	O	frameshift
O	O	mutation
O	O	in
O	O	the
O	O	coding
O	O	region
O	O	of
O	O	SCN5A
O	O	in
O	O	three
B	B	IVF
O	O	families
O	O	.
O	O	We
O	O	show
O	O	that
O	O	sodium
O	O	channels
O	O	with
O	O	the
O	O	missense
O	O	mutation
O	O	recover
O	O	from
O	O	inactivation
O	O	more
O	O	rapidly
O	O	than
O	O	normal
O	O	and
O	O	that
O	O	the
O	O	frameshift
O	O	mutation
O	O	causes
O	O	the
O	O	sodium
O	O	channel
O	O	to
O	O	be
O	O	non
O	O	-
O	O	functional
O	O	.
O	O	Our
O	O	results
O	O	indicate
O	O	that
O	O	mutations
O	O	in
O	O	cardiac
O	O	ion
O	O	-
O	O	channel
O	O	genes
O	O	contribute
O	O	to
O	O	the
O	O	risk
O	O	of
O	O	developing
B	B	IVF
O	O	.
O	O	.
O	O	Molecular
O	O	heterogeneity
O	O	in
B	B	mucopolysaccharidosis
I	I	IVA
O	O	in
O	O	Australia
O	O	and
O	O	Northern
O	O	Ireland
O	O	:
O	O	nine
O	O	novel
O	O	mutations
O	O	including
O	O	T312S
O	O	,
O	O	a
O	O	common
O	O	allele
O	O	that
O	O	confers
O	O	a
O	O	mild
O	O	phenotype
O	O	.
B	B	Mucopolysaccharidosis
I	I	IVA
O	O	(
B	B	MPS
I	I	IVA
O	O	)
O	O	is
O	O	an
B	B	autosomal
I	I	recessive
I	I	lysosomal
I	I	storage
I	I	disorder
O	O	caused
O	O	by
O	O	a
B	B	genetic
O	I	defect
O	O	in
B	O	N
I	O	-
O	O	acetylgalactosamine
O	O	-
O	O	6
O	O	-
O	O	sulfate
O	O	sulfatase
O	O	(
B	O	GALNS
O	O	)
O	O	.
O	O	Previous
O	O	studies
O	O	of
O	O	patients
O	O	from
O	O	a
O	O	British
O	O	-
O	O	Irish
O	O	population
O	O	showed
O	O	that
O	O	the
O	O	I113F
O	O	mutation
O	O	is
O	O	the
O	O	most
O	O	common
O	O	single
O	O	mutation
O	O	among
B	B	MPS
I	I	IVA
O	O	patients
O	O	and
O	O	produces
O	O	a
O	O	severe
O	O	clinical
O	O	phenotype
O	O	.
O	O	We
O	O	studied
O	O	mutations
O	O	in
O	O	the
O	O	GALNS
O	O	gene
O	O	from
O	O	23
O	O	additional
B	B	MPS
I	I	IVA
O	O	patients
O	O	(
O	O	15
O	O	from
O	O	Australia
O	O	,
O	O	8
O	O	from
O	O	Northern
O	O	Ireland
O	O	)
O	O	,
O	O	with
O	O	various
O	O	clinical
O	O	phenotypes
O	O	(
O	O	severe
O	O	,
O	O	16
O	O	cases
O	O	;
O	O	intermediate
O	O	,
O	O	4
O	O	cases
O	O	;
O	O	mild
O	O	,
O	O	3
O	O	cases
O	O	)
O	O	.
O	O	We
O	O	found
O	O	two
O	O	common
O	O	mutations
O	O	that
O	O	together
O	O	accounted
O	O	for
O	O	32
O	O	%
O	O	of
O	O	the
O	O	44
O	O	unrelated
O	O	alleles
O	O	in
O	O	these
O	O	patients
O	O	.
O	O	One
O	O	is
O	O	the
O	O	T312S
O	O	mutation
O	O	,
O	O	a
O	O	novel
O	O	mutation
O	O	found
O	O	exclusively
O	O	in
O	O	milder
O	O	patients
O	O	.
O	O	The
O	O	other
O	O	is
O	O	the
O	O	previously
O	O	described
O	O	I113F
O	O	that
O	O	produces
O	O	a
O	O	severe
O	O	phenotype
O	O	.
O	O	The
O	O	I113F
O	O	and
O	O	T312S
O	O	mutations
O	O	accounted
O	O	for
O	O	8
O	O	(
O	O	18
O	O	%
O	O	)
O	O	and
O	O	6
O	O	(
O	O	14
O	O	%
O	O	)
O	O	of
O	O	44
O	O	unrelated
O	O	alleles
O	O	,
O	O	respectively
O	O	.
O	O	The
O	O	relatively
O	O	high
O	O	residual
O	O	GALNS
O	O	activity
O	O	seen
O	O	when
O	O	the
O	O	T312S
O	O	mutant
O	O	cDNA
O	O	is
O	O	overexpressed
O	O	in
O	O	mutant
O	O	cells
O	O	provides
O	O	an
O	O	explanation
O	O	for
O	O	the
O	O	mild
O	O	phenotype
O	O	in
O	O	patients
O	O	with
O	O	this
O	O	mutation
O	O	.
O	O	The
O	O	distribution
O	O	and
O	O	relative
O	O	frequencies
O	O	of
O	O	the
O	O	I113F
O	O	and
O	O	T312S
O	O	mutations
O	O	in
O	O	Australia
O	O	corresponded
O	O	to
O	O	those
O	O	observed
O	O	in
O	O	Northern
O	O	Ireland
O	O	and
O	O	are
O	O	unique
O	O	to
O	O	these
O	O	two
O	O	populations
O	O	,
O	O	suggesting
O	O	that
O	O	both
O	O	mutations
O	O	were
O	O	probably
O	O	introduced
O	O	to
O	O	Australia
O	O	by
O	O	Irish
O	O	migrants
O	O	during
O	O	the
O	O	19th
O	O	century
O	O	.
O	O	Haplotype
O	O	analysis
O	O	using
O	O	6
O	O	RFLPs
O	O	provides
O	O	additional
O	O	data
O	O	that
O	O	the
O	O	I113F
O	O	mutation
O	O	originated
O	O	from
O	O	a
O	O	common
O	O	ancestor
O	O	.
O	O	The
O	O	other
O	O	9
O	O	novel
O	O	mutations
O	O	identified
O	O	in
O	O	these
O	O	23
O	O	patients
O	O	were
O	O	each
O	O	limited
O	O	to
O	O	a
O	O	single
O	O	family
O	O	.
O	O	These
O	O	data
O	O	provide
O	O	further
O	O	evidence
O	O	for
O	O	extensive
O	O	allelic
O	O	heterogeneity
O	O	in
B	B	MPS
I	I	IVA
O	O	in
O	O	British
O	O	-
O	O	Irish
O	O	patients
O	O	and
O	O	provide
O	O	evidence
O	O	for
O	O	their
O	O	transmission
O	O	to
O	O	Australia
O	O	by
O	O	British
O	O	-
O	O	Irish
O	O	migrants
O	O	.
O	O	.
O	O	Identification
O	O	of
O	O	constitutional
O	O	WT1
O	O	mutations
O	O	,
O	O	in
O	O	patients
O	O	with
O	O	isolated
B	B	diffuse
B	I	mesangial
I	I	sclerosis
O	O	,
O	O	and
O	O	analysis
O	O	of
O	O	genotype
O	O	/
O	O	phenotype
O	O	correlations
O	O	by
O	O	use
O	O	of
O	O	a
O	O	computerized
O	O	mutation
O	O	database
O	O	.
O	O	Constitutional
O	O	mutations
O	O	of
O	O	the
O	O	WT1
O	O	gene
O	O	,
O	O	encoding
O	O	a
O	O	zinc
O	O	-
O	O	finger
O	O	transcription
O	O	factor
O	O	involved
O	O	in
B	O	renal
I	O	and
I	O	gonadal
O	O	development
O	O	,
O	O	are
O	O	found
O	O	in
O	O	most
O	O	patients
O	O	with
B	B	Denys
I	I	-
I	I	Drash
